Index;date_demande;formule;points_perdus;tranches_age;classes_revenu;a_enfants;type_conduite;type_vehicule;usage_vehicule
233;2022-01-06 14:38:33;dev_express;2;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Commercial
234;2022-04-11 02:23:36;dev_integral;2;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
235;2022-03-22 21:40:20;dev_integral;0;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Private
236;2022-03-31 19:09:35;dev_premium;0;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
237;2022-03-09 15:11:04;dev_integral;0;agé;+100K;Non;Highly Urban/ Urban;z_SUV;Private
238;2022-05-07 11:43:44;dev_integral;5;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
239;2022-02-24 02:03:16;dev_integral;3;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
240;2022-05-24 09:47:23;dev_express;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
241;2022-02-25 23:45:51;dev_express;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Commercial
242;2022-03-29 07:38:59;dev_express;0;agé;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
243;2022-05-10 14:59:04;dev_express;6;agé;"[+75K;100K]";Oui;Highly Urban/ Urban;Sports Car;Private
244;2022-05-14 19:19:02;dev_integral;3;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
245;2022-01-19 01:48:29;dev_integral;3;agé;"[0;25K]";Non;Highly Urban/ Urban;Van;Private
246;2022-05-27 14:41:25;dev_premium;0;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;Pickup;Commercial
247;2022-01-13 11:51:51;dev_integral;0;jeune;"[0;25K]";Oui;z_Highly Rural/ Rural;Van;Commercial
248;2022-04-08 01:47:31;dev_integral;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Private
249;2022-04-26 15:04:52;dev_integral;2;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
250;2022-01-30 17:15:42;dev_integral;1;jeune;+100K;Non;Highly Urban/ Urban;z_SUV;Private
251;2022-05-18 05:21:15;dev_express;5;adulte;"[+50K;75K]";Non;z_Highly Rural/ Rural;z_SUV;Commercial
252;2022-01-27 08:09:52;dev_premium;3;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Commercial
253;2022-02-13 22:32:54;dev_express;0;adulte;+100K;Non;Highly Urban/ Urban;Van;Private
254;2022-04-26 23:23:10;dev_integral;0;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
255;2022-05-26 00:20:31;dev_premium;2;adulte;"[+75K;100K]";Oui;z_Highly Rural/ Rural;Van;Commercial
256;2022-02-06 07:26:48;dev_integral;0;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
257;2022-02-05 06:43:03;dev_express;0;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Private
258;2022-03-26 06:02:00;dev_premium;0;agé;"[0;25K]";Non;z_Highly Rural/ Rural;Minivan;Private
259;2022-02-14 17:36:36;dev_express;4;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
260;2022-04-17 16:52:46;dev_integral;5;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
261;2022-02-12 04:17:48;dev_express;1;agé;"[+75K;100K]";Oui;Highly Urban/ Urban;Van;Commercial
262;2022-03-20 21:08:51;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;Pickup;Commercial
263;2022-03-24 00:32:23;dev_express;7;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Van;Commercial
264;2022-05-28 16:57:35;dev_integral;4;agé;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
265;2022-04-27 16:49:38;dev_integral;1;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
266;2022-01-28 09:25:34;dev_premium;1;adulte;"[+75K;100K]";Non;z_Highly Rural/ Rural;z_SUV;Private
267;2022-03-21 10:05:51;dev_express;4;jeune;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
268;2022-01-07 09:45:07;dev_integral;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
269;2022-05-15 03:11:09;dev_premium;4;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
270;2022-02-09 14:04:59;dev_integral;4;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Commercial
271;2022-02-04 16:41:19;dev_express;3;agé;+100K;Non;Highly Urban/ Urban;Pickup;Commercial
272;2022-04-30 22:43:02;dev_integral;3;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Van;Commercial
273;2022-01-06 19:41:51;dev_express;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Private
274;2022-04-12 12:00:17;dev_express;2;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Private
275;2022-04-25 16:57:27;dev_express;5;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
276;2022-01-01 07:42:58;dev_integral;4;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;Pickup;Commercial
277;2022-03-16 12:46:20;dev_express;5;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Commercial
278;2022-03-20 11:43:59;dev_integral;3;jeune;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
279;2022-01-20 09:01:55;dev_integral;3;agé;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
280;2022-05-10 05:21:33;dev_integral;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
281;2022-01-10 01:26:00;dev_premium;5;jeune;"[0;25K]";Non;Highly Urban/ Urban;Sports Car;Private
282;2022-03-28 12:26:43;dev_integral;0;jeune;"[+50K;75K]";Non;z_Highly Rural/ Rural;Sports Car;Private
283;2022-04-13 14:44:19;dev_integral;4;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
284;2022-02-21 23:21:11;dev_integral;0;agé;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
285;2022-01-15 01:35:54;dev_integral;2;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Private
286;2022-01-25 15:18:53;dev_integral;0;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;Pickup;Commercial
287;2022-01-18 08:22:19;dev_integral;2;agé;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
288;2022-02-15 23:56:38;dev_express;0;agé;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
289;2022-01-27 03:55:48;dev_premium;1;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;Pickup;Private
290;2022-03-18 07:40:09;dev_express;4;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Private
291;2022-03-22 07:46:42;dev_integral;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Private
292;2022-03-07 03:55:33;dev_integral;3;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
293;2022-05-18 22:10:27;dev_integral;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Commercial
294;2022-05-01 17:43:06;dev_express;1;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
295;2022-05-26 22:40:54;dev_integral;0;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Private
296;2022-04-23 11:29:17;dev_premium;6;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
297;2022-02-27 02:58:11;dev_express;1;agé;+100K;Oui;Highly Urban/ Urban;Minivan;Private
298;2022-04-16 10:28:32;dev_integral;2;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Private
299;2022-03-21 00:34:36;dev_express;1;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Panel Truck;Commercial
300;2022-05-10 09:58:34;dev_integral;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;Sports Car;Commercial
301;2022-04-11 21:52:04;dev_integral;0;jeune;"[+75K;100K]";Oui;z_Highly Rural/ Rural;Pickup;Private
302;2022-05-13 22:59:22;dev_express;0;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
303;2022-05-26 20:49:38;dev_integral;3;agé;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
304;2022-03-03 14:18:18;dev_express;0;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;Pickup;Private
305;2022-01-26 19:37:12;dev_express;0;agé;+100K;Non;Highly Urban/ Urban;Sports Car;Private
306;2022-01-22 01:15:05;dev_express;4;jeune;+100K;Non;Highly Urban/ Urban;Pickup;Commercial
307;2022-05-25 07:24:02;dev_express;0;agé;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
308;2022-02-03 17:35:31;dev_premium;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
309;2022-01-08 02:38:04;dev_express;5;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
310;2022-05-02 00:05:58;dev_express;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;Minivan;Commercial
311;2022-05-18 16:18:06;dev_express;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Commercial
312;2022-05-25 08:12:41;dev_premium;0;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
313;2022-05-04 10:23:12;dev_integral;2;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Sports Car;Private
314;2022-04-16 07:28:17;dev_integral;2;adulte;+100K;Oui;Highly Urban/ Urban;Pickup;Private
315;2022-02-17 11:37:37;dev_integral;0;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
316;2022-04-25 08:56:36;dev_premium;0;agé;+100K;Non;Highly Urban/ Urban;Minivan;Private
317;2022-03-24 18:04:55;dev_integral;0;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
318;2022-01-24 04:40:38;dev_express;0;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
319;2022-03-03 06:41:02;dev_integral;0;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;Pickup;Private
320;2022-01-29 15:32:16;dev_integral;0;adulte;+100K;Non;Highly Urban/ Urban;Van;Private
321;2022-04-29 12:31:08;dev_integral;0;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
322;2022-01-11 18:54:43;dev_integral;0;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Sports Car;Private
323;2022-05-11 07:38:11;dev_express;7;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
324;2022-05-07 22:16:31;dev_express;6;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
325;2022-02-08 23:25:47;dev_express;3;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Commercial
326;2022-02-01 06:20:01;dev_integral;2;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
327;2022-03-10 16:31:37;dev_integral;3;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Commercial
328;2022-03-08 15:24:45;dev_integral;1;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
329;2022-05-27 17:51:45;dev_premium;1;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;z_SUV;Private
330;2022-01-07 08:08:56;dev_vip;2;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Private
331;2022-02-14 20:28:51;dev_express;0;agé;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
332;2022-02-21 01:00:18;dev_express;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Private
333;2022-04-09 20:12:42;dev_integral;0;adulte;"[+25K;50K]";Oui;z_Highly Rural/ Rural;Van;Commercial
334;2022-03-25 02:23:51;dev_integral;5;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Commercial
335;2022-03-31 08:06:25;dev_express;0;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Private
336;2022-02-02 02:18:25;dev_integral;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Private
337;2022-05-08 12:04:30;dev_integral;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Commercial
338;2022-04-04 21:09:56;dev_integral;0;adulte;+100K;Oui;Highly Urban/ Urban;z_SUV;Commercial
339;2022-01-11 12:37:19;dev_express;3;jeune;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
340;2022-03-22 14:39:10;dev_express;4;adulte;+100K;Oui;Highly Urban/ Urban;Panel Truck;Commercial
341;2022-01-30 05:24:39;dev_integral;0;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Sports Car;Commercial
342;2022-05-09 02:49:14;dev_integral;7;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
343;2022-04-11 20:56:39;dev_integral;3;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Commercial
344;2022-01-10 18:15:07;dev_integral;1;adulte;+100K;Non;Highly Urban/ Urban;Van;Commercial
345;2022-03-26 19:37:55;dev_premium;2;adulte;+100K;Non;Highly Urban/ Urban;z_SUV;Private
346;2022-02-24 04:11:14;dev_express;10;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
347;2022-03-05 20:32:51;dev_integral;3;jeune;+100K;Oui;Highly Urban/ Urban;Panel Truck;Commercial
348;2022-04-30 22:26:44;dev_express;0;agé;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
349;2022-01-26 05:23:46;dev_integral;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;Sports Car;Private
350;2022-01-06 03:41:55;dev_vip;4;agé;+100K;Oui;Highly Urban/ Urban;Minivan;Private
351;2022-01-09 12:44:34;dev_integral;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
352;2022-01-13 00:17:29;dev_integral;1;agé;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
353;2022-05-10 08:42:34;dev_integral;8;agé;+100K;Non;Highly Urban/ Urban;Sports Car;Private
354;2022-03-02 15:25:05;dev_integral;0;agé;"[+75K;100K]";Oui;z_Highly Rural/ Rural;Panel Truck;Commercial
355;2022-01-30 12:21:04;dev_express;2;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;Minivan;Private
356;2022-04-14 07:57:49;dev_integral;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
357;2022-05-29 01:33:19;dev_integral;0;jeune;+100K;Oui;Highly Urban/ Urban;Panel Truck;Commercial
358;2022-05-24 02:16:40;dev_express;0;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Private
359;2022-01-27 13:08:08;dev_integral;2;adulte;"[+50K;75K]";Non;z_Highly Rural/ Rural;Pickup;Commercial
360;2022-05-07 12:43:28;dev_express;3;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Private
361;2022-03-06 05:37:43;dev_premium;0;agé;"[+25K;50K]";Oui;z_Highly Rural/ Rural;z_SUV;Commercial
362;2022-05-06 19:28:17;dev_express;1;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
363;2022-01-23 05:32:38;dev_premium;0;adulte;"[+50K;75K]";Oui;z_Highly Rural/ Rural;Minivan;Private
364;2022-01-21 14:17:21;dev_integral;3;jeune;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
365;2022-05-24 23:51:28;dev_integral;1;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
366;2022-04-23 17:43:33;dev_integral;4;adulte;"[+25K;50K]";Oui;z_Highly Rural/ Rural;Minivan;Private
367;2022-02-19 18:27:38;dev_express;0;adulte;+100K;Non;Highly Urban/ Urban;z_SUV;Private
368;2022-01-10 09:54:06;dev_express;0;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
369;2022-02-26 17:17:54;dev_premium;0;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Sports Car;Private
370;2022-01-03 08:13:56;dev_express;0;jeune;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
371;2022-01-27 16:05:26;dev_integral;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
372;2022-05-26 01:19:31;dev_integral;2;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;Panel Truck;Commercial
373;2022-03-07 14:13:21;dev_integral;3;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
374;2022-04-16 20:05:05;dev_express;3;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
375;2022-05-23 01:28:29;dev_express;3;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
376;2022-01-08 06:18:48;dev_premium;0;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
377;2022-05-29 04:55:24;dev_integral;0;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Private
378;2022-01-10 03:39:01;dev_integral;1;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Private
379;2022-04-18 14:58:12;dev_integral;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
380;2022-01-16 03:51:45;dev_express;1;jeune;+100K;Oui;Highly Urban/ Urban;Minivan;Private
381;2022-01-02 13:57:06;dev_express;2;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Commercial
382;2022-03-18 04:49:48;dev_integral;3;agé;+100K;Non;Highly Urban/ Urban;Van;Commercial
383;2022-01-19 09:26:29;dev_premium;0;agé;+100K;Non;Highly Urban/ Urban;Sports Car;Private
384;2022-05-06 19:13:16;dev_integral;0;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
385;2022-04-27 00:03:33;dev_express;3;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
386;2022-02-16 20:52:00;dev_express;4;jeune;+100K;Non;Highly Urban/ Urban;Minivan;Private
387;2022-03-06 03:04:38;dev_integral;0;agé;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Private
388;2022-01-07 02:54:30;dev_express;0;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;z_SUV;Private
389;2022-02-23 11:01:49;dev_express;0;agé;+100K;Oui;Highly Urban/ Urban;Minivan;Private
390;2022-04-11 10:47:39;dev_integral;0;adulte;+100K;Oui;Highly Urban/ Urban;z_SUV;Private
391;2022-03-16 21:12:01;dev_integral;1;adulte;"[0;25K]";Non;Highly Urban/ Urban;Sports Car;Private
392;2022-05-13 08:26:09;dev_express;2;adulte;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Commercial
393;2022-01-08 21:15:51;dev_express;1;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
394;2022-03-13 10:59:15;dev_express;0;agé;+100K;Non;Highly Urban/ Urban;Van;Private
395;2022-01-05 22:40:15;dev_express;3;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Commercial
396;2022-02-17 01:45:20;dev_premium;1;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Pickup;Commercial
397;2022-04-14 05:13:00;dev_premium;0;agé;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
398;2022-02-10 01:05:21;dev_express;2;agé;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
399;2022-04-17 21:45:58;dev_integral;0;agé;"[+75K;100K]";Oui;z_Highly Rural/ Rural;Minivan;Commercial
400;2022-02-15 14:51:15;dev_integral;7;jeune;"[0;25K]";Non;Highly Urban/ Urban;Sports Car;Commercial
401;2022-04-07 15:44:29;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
402;2022-01-11 21:36:58;dev_express;8;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
403;2022-01-29 06:11:36;dev_express;0;agé;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
404;2022-01-27 10:26:14;dev_express;5;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
405;2022-04-09 17:13:23;dev_integral;0;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Private
406;2022-02-04 22:31:43;dev_integral;0;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
407;2022-04-13 19:59:01;dev_premium;2;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;Minivan;Private
408;2022-03-01 04:29:22;dev_premium;1;adulte;"[0;25K]";Non;Highly Urban/ Urban;Van;Commercial
409;2022-02-13 11:48:07;dev_premium;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
410;2022-03-27 04:34:07;dev_integral;2;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Van;Commercial
411;2022-03-26 22:33:03;dev_express;0;adulte;+100K;Non;Highly Urban/ Urban;Sports Car;Private
412;2022-04-05 17:32:06;dev_premium;0;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Private
413;2022-01-23 22:34:08;dev_premium;2;jeune;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
414;2022-02-14 23:26:36;dev_integral;0;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Commercial
415;2022-03-31 03:07:24;dev_express;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Private
416;2022-05-11 06:47:38;dev_integral;1;adulte;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Private
417;2022-03-24 15:19:18;dev_integral;7;adulte;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
418;2022-03-29 12:51:42;dev_express;6;agé;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Private
419;2022-01-02 23:38:39;dev_integral;0;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Panel Truck;Commercial
420;2022-05-29 03:14:16;dev_integral;5;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Commercial
421;2022-04-18 23:11:04;dev_integral;11;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Van;Private
422;2022-04-17 11:37:04;dev_integral;2;agé;"[0;25K]";Non;z_Highly Rural/ Rural;Minivan;Private
423;2022-03-08 08:49:18;dev_integral;6;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Commercial
424;2022-04-28 19:59:16;dev_express;0;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Sports Car;Private
425;2022-04-05 14:33:17;dev_premium;1;adulte;"[+75K;100K]";Non;z_Highly Rural/ Rural;z_SUV;Commercial
426;2022-03-30 17:39:25;dev_premium;0;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Commercial
427;2022-04-09 15:27:18;dev_integral;2;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
428;2022-05-06 19:05:37;dev_express;6;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
429;2022-04-29 01:23:36;dev_integral;4;agé;"[+25K;50K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
430;2022-01-03 09:08:34;dev_express;3;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Commercial
431;2022-05-09 02:38:56;dev_vip;1;jeune;"[+50K;75K]";Non;z_Highly Rural/ Rural;Panel Truck;Commercial
432;2022-01-22 15:35:39;dev_integral;0;agé;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
433;2022-04-29 09:35:22;dev_express;0;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
434;2022-02-24 09:29:20;dev_integral;5;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
435;2022-04-01 04:04:04;dev_express;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
436;2022-02-12 03:31:15;dev_express;3;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Commercial
437;2022-04-19 19:52:57;dev_integral;0;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Van;Private
438;2022-02-06 22:10:32;dev_premium;2;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
439;2022-01-07 04:46:30;dev_integral;0;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
440;2022-03-19 01:46:03;dev_premium;0;jeune;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
441;2022-03-10 21:24:19;dev_integral;0;agé;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Private
442;2022-05-08 21:30:12;dev_integral;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Commercial
443;2022-03-09 21:30:33;dev_express;0;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
444;2022-04-20 18:29:34;dev_express;2;agé;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
445;2022-04-05 00:30:18;dev_integral;3;agé;+100K;Non;Highly Urban/ Urban;Pickup;Commercial
446;2022-05-20 14:23:07;dev_integral;4;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Private
447;2022-03-03 09:25:00;dev_integral;1;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
448;2022-03-12 08:44:48;dev_express;2;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
449;2022-01-06 12:56:42;dev_express;0;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;Sports Car;Private
450;2022-01-17 08:56:47;dev_express;7;jeune;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
451;2022-03-04 00:51:12;dev_integral;1;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
452;2022-02-28 08:01:27;dev_premium;0;adulte;+100K;Non;Highly Urban/ Urban;z_SUV;Private
453;2022-03-22 17:53:29;dev_express;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Commercial
454;2022-05-09 14:13:00;dev_express;0;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Commercial
455;2022-03-11 14:38:24;dev_integral;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Commercial
456;2022-02-19 23:44:36;dev_integral;5;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Van;Commercial
457;2022-04-28 20:05:16;dev_premium;2;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
458;2022-03-01 15:58:26;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;Pickup;Private
459;2022-01-17 02:58:37;dev_integral;1;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;Minivan;Private
460;2022-03-12 07:57:05;dev_premium;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
461;2022-04-14 03:21:10;dev_express;1;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Sports Car;Private
462;2022-02-17 11:06:56;dev_express;0;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
463;2022-04-19 19:04:55;dev_integral;2;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
464;2022-05-18 10:53:06;dev_integral;0;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
465;2022-03-13 05:28:18;dev_express;1;agé;"[+50K;75K]";Non;z_Highly Rural/ Rural;Pickup;Commercial
